,rating,brand_name,product_category,parent_category,idx_size,cost_usd,bow
35537,ab,valentino,satchel,bag,8,430.51,rockstud satchel pink leather  calf rockstud satchel 
35541,ab,ysl,tote bag,bag,11,574.01,east west leather shopping tote bag yellow leather  calf eastwest  
35543,b+,ysl,clutch bag,bag,6,315.71,leather clutch bag black leather  calf monogram clutch 
35548,b+,ysl,tote bag,bag,11,593.15,east west leather shopping tote bag pink leather  calf eastwest  
35549,b+,ysl,satchel,bag,small,411.38,monogram cabas leather satchel light pink leather  calf cabas monogram 
35552,b+,ferragamo,crossbody bag,bag,6,344.41,vara ginny crossbody bag black leather  calf vara ginny crossbody
35558,a,louis vuitton,baguette,bag,mini,850.69,monogram denim mini pleaty raye blue fabric  denim monogram pleaty raye
35560,b+,ysl,shoulder bag,bag,19,100.0,mombasa leather shoulder bag black leather  calf mombasa hobo 
35562,b+,louis vuitton,handbag,bag,pm,405.0,vernis sherwood pm purple leather  patent monogram vernis sherwood
35563,b+,gucci,crossbody bag,bag,super mini,350.0,super mini gg blooms dionysus crossbody bag brown fabric  coated canvas dionysus gg blooms
35565,b,chanel,tote bag,bag,12,838.64,timeless tote white fabric  canvas timeless tote 
35566,b+,gucci,handbag,bag,10,202.23,bamboo jackie suede handbag brown leather  suede bamboo jackie 
35567,ab,louis vuitton,pouch,slg,27,207.55,taiga pochette black leather  calf taiga trousse toilette
35568,b+,prada,handbag,bag,6,154.53,tessuto handbag black fabric  nylon vela handbag 
35569,b+,prada,baguette,bag,7,201.17,vitello shine baguette beige leather  calf vitello shine shoulder
35570,b+,prada,tote bag,bag,10,105.22,tessuto tote bag black fabric  nylon tessuto tote 
35571,b+,ysl,tote bag,bag,12,131.98,downtown patent leather tote bag blue leather  patent downtown  
35572,b+,louis vuitton,shoulder bag,bag,13,289.92,epi noe blue leather  calf epi noe 
35573,ab,fendi,crossbody bag,bag,small,600.0,small kan i pearl leather crossbody bag black leather  calf kan i 
35574,b+,burberry,tote bag,bag,17,180.0,mega check buckleigh nylon tote bag gray fabric  nylon supernova check buckleigh
35575,ab,gucci,crossbody bag,bag,11,750.0,gg imprime crossbody bag dark red plastic  vinyl gg imprime crossbody
35576,ab,chanel,shoulder bag,bag,mini square,1185.0,mini square classic lambskin leather single flap bag black leather  lambskin timeless classic flap
35578,ab,mcm,backpack,bag,16,350.0,visetos stark backpack beige leather  calf visetos stark 
35579,b+,burberry,satchel,bag,7,250.0,banner leather satchel multicolor leather  calf banner  
35580,ab,celine,tote bag,bag,mini,940.0,luggage tote leather tote bag beige leather  calf luggage tote tricolor
35581,ab,ysl,shoulder bag,bag,9,1100.0,monogram envelope leather shoulder bag black leather  calf cassandre  
35582,ab,dolce&gabbana,shoulder bag,bag,6,660.0,dg girls embellished chain shoulder bag blue fabric  satin satin shoulder bag
35583,b+,gucci,shoulder bag,bag,10,1285.0,large gg marmont leather shoulder bag black leather  calf gg marmont matelasse
35585,b+,prada,satchel,bag,11,394.75,vitello daino satchel black leather  calf vitello daino satchel
35586,b+,prada,handbag,bag,9,500.0,saffiano galleria handbag black leather  calf saffiano galleria 
35587,ab,gucci,crossbody bag,bag,6,520.0,mini trapuntata crossbody bag red leather  calf trapuntata  
35588,b+,burberry,crossbody bag,bag,7,150.0,haymarket check canvas crossbody bag beige fabric  canvas haymarket check crossbody
35589,ab,prada,satchel,bag,14,526.31,vitello shine satchel blue leather  calf vitello shine satchel
35590,b+,miu miu,satchel,bag,9,348.68,vitello shine satchel dark red leather  calf vitello shine satchel
35591,b+,givenchy,tote bag,bag,13,520.0,large leather antigona tote bag black leather  calf antigona  
35592,ab,versace,crossbody bag,bag,8,605.0,perforated patent leather crossbody bag pink leather  patent patent leather crossbody
35593,b+,gucci,crossbody bag,bag,8,600.0,gg supreme mini web butterfly crossbody bag beige fabric  canvas gg supreme web
35594,b,prada,shoulder bag,bag,11,270.0,vintage vitello daino leather shoulder bag white leather  calf vitello daino shoulder
35595,b+,balmain,crossbody bag,bag,7,445.0,disco velour crossbody bag black fabric  velour disco crossbody 
35596,b,givenchy,satchel,bag,8,475.0,pandora leather satchel blue leather  calf pandora  
35597,b+,balenciaga,satchel,bag,9,290.0,motocross classic city leather satchel dark brown leather  lambskin motocross classic city
35599,b+,celine,satchel,bag,medium,500.0,trapeze leather satchel black leather  calf trapeze tricolor 
35601,b+,gucci,shoulder bag,bag,11,225.0,gg canvas charlotte shoulder bag light brown fabric  canvas charlotte gg canvas
35604,b,louis vuitton,shoulder bag,bag,8,260.0,vernis thompson street purple leather  patent monogram vernis thompson
35606,b+,louis vuitton,shoulder bag,bag,gm,655.0,damier azur galliera gm white fabric  coated canvas damier azur galliera
35607,b+,givenchy,satchel,bag,10,560.0,antigona leather satchel gray leather  calf antigona  
35608,ab,louis vuitton,satchel,bag,pm,590.0,monogram retiro pm brown fabric  coated canvas monogram retiro 
35609,b+,gucci,crossbody bag,bag,8,160.0,gg canvas crossbody bag brown fabric  canvas gg canvas crossbody
35612,b+,burberry,crossbody bag,bag,8,109.56,quilted nylon crossbody bag black fabric  nylon nylon crossbody 
35613,b+,burberry,handbag,bag,5,104.22,quilted nylon handbag red fabric  nylon nylon handbag 
35614,b+,burberry,handbag,bag,10,94.75,leather handbag yellow leather  calf calf leather handbag
35617,b,celine,shoulder bag,bag,13,66.32,suede leather shoulder bag gray leather  suede dimitri  
35618,b+,celine,tote bag,bag,medium,720.07,luggage leather tote bag beige leather  calf luggage tote 
35619,b,chanel,tote bag,bag,10,824.29,cambon ligne lambskin tote bag black leather  lambskin cambon ligne tote
35620,b+,chanel,handbag,bag,7,739.01,chocolate bar leather handbag black leather  calf cc square stitch
35621,b,chanel,tote bag,bag,10,843.23,mademoiselle ligne lambskin leather tote bag black leather  lambskin cc mademoiselle ligne
35622,b+,chanel,tote bag,bag,10,786.39,cambon ligne lambskin tote bag black leather  lambskin cambon ligne tote
35625,b,dior,tote bag,bag,12,682.17,lady dior lambskin leather tote bag black leather  calf cannage tote 
35629,b,ferragamo,tote bag,bag,12,47.37,patent leather tote bag black leather  patent patent leather tote
35631,b,ferragamo,satchel,bag,8,227.39,leather satchel dark red leather  calf calf leather satchel
35632,b,ferragamo,satchel,bag,8,265.29,gancini leather satchel black leather  calf gancini satchel 
35633,b,ferragamo,satchel,bag,8,227.39,vara leather satchel black leather  calf vara satchel 
35634,b,ferragamo,shoulder bag,bag,11,75.8,gancini denim shoulder bag blue fabric  denim gancini shoulder bag
35635,b,ferragamo,satchel,bag,11,104.22,gancini beky leather satchel dark blue leather  calf gancini beky 
35637,b,gucci,tote bag,bag,10,180.02,gg canvas pelham tote bag brown fabric  canvas gg canvas pelham
35638,b,gucci,hobo bag,bag,medium,217.91,bamboo jungle leather hobo bag white leather  calf bamboo jungle hobo
35644,b+,hermes,handbag,bag,35,5968.96,ardennes birkin 35 brown leather  calf ardennes birkin 
35645,b,loewe,handbag,bag,8,151.59,brisa leather handbag gold leather  calf brisa  
35646,b,loewe,business bag,bag,12,198.97,leather business bag black leather  calf calf leather business
35647,b,loewe,crossbody bag,bag,11,198.97,anagram leather crossbody bag dark green leather  calf anagram crossbody 
35648,b+,loewe,tote bag,bag,11,161.07,anagram leather tote bag black leather  calf anagram tote 
35650,b+,louis vuitton,handbag,bag,30,416.88,monogram papillon 30 brown fabric  coated canvas monogram papillon 
35653,b,louis vuitton,tote bag,bag,15,350.56,monogram sac shopping brown fabric  coated canvas monogram sac shopping
35655,b,mcm,tote bag,bag,11,132.64,visetos leather tote bag brown leather  calf visetos tote 
35657,b,prada,handbag,bag,8,123.17,tessuto handbag dark brown fabric  nylon tessuto satchel 
35658,b,prada,shoulder bag,bag,11,170.54,frame leather shoulder bag dark brown leather  calf calf leather shoulder
35659,b+,prada,satchel,bag,10,521.1,saffiano cuir twin satchel light blue leather  calf saffiano cuir twin
35660,b+,prada,satchel,bag,9,473.73,saffiano satchel red leather  calf saffiano promenade 
35661,b+,chanel,tote bag,bag,10,1575.0,cc timeless caviar grand shopping tote beige leather  calf caviar grand shopping
35662,b+,chanel,crossbody bag,bag,extra mini,1580.0,extra mini classic lambskin leather single flap bag black leather  lambskin timeless classic flap
35663,b+,louis vuitton,crossbody bag,bag,mm,710.0,monogram favorite mm brown fabric  coated canvas monogram favorite 
35664,ab,louis vuitton,backpack,bag,9,750.0,vernis hot springs purple leather  patent monogram vernis hot
35666,b+,balenciaga,handbag,bag,11,377.4,panier multicolor natural material  raffia panier  
35667,b+,balenciaga,handbag,bag,12,386.61,motocross classic sunday black leather  lambskin motocross classic sunday
35668,b+,bottega veneta,business bag,bag,10,696.19,intrecciato leather business bag black leather  calf intrecciato business bag
35669,b+,bottega veneta,hobo bag,bag,9,675.35,intrecciato leather hobo bag pink leather  calf intrecciato hobo 
35670,b+,bottega veneta,satchel,bag,9,717.03,intrecciato leather satchel pink leather  calf intrecciato satchel 
35671,b+,bottega veneta,satchel,bag,14,758.72,intrecciato leather satchel blue leather  calf intrecciato satchel 
35672,b+,bottega veneta,handbag,bag,10,654.5,oro cervo uncinetto leather handbag white leather  calf oro cervo uncinetto
35673,b+,bottega veneta,hobo bag,bag,7,594.07,intrecciato leather hobo bag dark brown leather  calf intrecciato hobo 
35674,b+,bottega veneta,shoulder bag,bag,9,873.36,intrecciato leather shoulder bag brown leather  calf intrecciato shoulder bag
35675,b+,bottega veneta,tote bag,bag,10,1060.96,intrecciato leather tote bag dark brown leather  calf intrecciato tote 
35676,b+,bottega veneta,travel bag,bag,14,408.67,canvas travel bag black fabric  canvas canvas tote 
35677,b+,burberry,satchel,bag,11,375.07,haymarket check canvas satchel beige fabric  canvas haymarket check satchel
35679,b+,celine,handbag,bag,medium,706.61,trapeze tricolor leather handbag black leather  calf trapeze tricolor 
35680,b+,celine,handbag,bag,large,873.36,tie tote leather handbag blue leather  calf tie tote 
35681,b+,celine,satchel,bag,9,675.35,trapeze leather satchel dark brown leather  calf trapeze  
35682,b+,celine,shoulder bag,bag,11,696.19,new leather shoulder bag gray leather  calf new  
35683,b+,celine,shoulder bag,bag,small,392.19,trio leather shoulder bag red leather  calf trio  
35684,b+,celine,satchel,bag,9,737.88,trapeze leather satchel beige leather  calf trapeze  
35685,ab,celine,handbag,bag,9,977.58,trifold leather handbag beige leather  calf trifold  
35686,b+,celine,handbag,bag,medium,800.41,phantom leather handbag gray leather  calf phantom  
35687,b,celine,handbag,bag,large,836.89,phantom leather handbag gray leather  calf phantom  
35688,b+,chanel,business bag,bag,13,737.88,timeless leather business bag black leather  calf timeless business bag
35689,b+,chanel,handbag,bag,12,821.25,cocoon nylon handbag black fabric  nylon cocoon handbag 
35690,b+,chanel,shoulder bag,bag,7,769.14,cc timeless lambskin leather shoulder bag black leather  lambskin cc timeless shoulder
35691,b+,chanel,shoulder bag,bag,10,883.79,caviar leather shoulder bag black leather  calf caviar shoulder bag
35692,b+,chanel,crossbody bag,bag,6,1064.09,cc lambskin leather crossbody bag dark red leather  lambskin cc crossbody 
35693,b+,chanel,shoulder bag,bag,9,831.68,camellia tweed shoulder bag gray fabric  tweed camellia shoulder bag
35694,b+,chanel,shoulder bag,bag,large bowling,1238.13,mademoiselle bowling bag dark blue leather  lambskin caviar cc timeless
35695,b+,chanel,shoulder bag,bag,10,706.61,matelasse lambskin leather shoulder bag beige leather  lambskin timeless shoulder bag
35696,b+,chanel,shoulder bag,bag,7,769.14,matelasse lambskin leather shoulder bag black leather  lambskin timeless shoulder bag
35697,b+,chanel,shoulder bag,bag,14,769.14,melrose cabas satin shoulder bag pink fabric  satin melrose cabas 
35698,b+,chanel,satchel,bag,10,935.9,cc leather satchel black leather  calf cc satchel 
35699,b+,chanel,handbag,bag,10,727.46,cc leather handbag light brown leather  lambskin cc timeless handbag
35700,b+,chanel,handbag,bag,12,743.09,cocoon leather handbag white leather  lambskin cocoon handbag 
35701,b+,chanel,shoulder bag,bag,12,1425.73,cc leather shoulder bag black leather  lambskin cc shoulder bag
35702,b+,chanel,shoulder bag,bag,11,717.03,cc tassel leather shoulder bag black leather  lambskin cc crossbody 
35703,b+,chanel,tote bag,bag,11,769.14,east/west lambskin leather tote bag black leather  calf east/west  
35704,b+,chanel,shoulder bag,bag,11,935.9,chevron canvas shoulder bag black leather  calf east/west  
35705,b+,chanel,shoulder bag,bag,10,1655.01,caviar grand shopping tote bag beige leather  calf caviar grand shopping
35706,ab,chanel,tote bag,bag,11,1655.01,iliad shopping tote bag white fabric  canvas iliad  
35707,b+,chanel,tote bag,bag,10,769.14,vinyl toile chain tote bag black plastic  vinyl cc vinyl toile
35708,b+,chanel,tote bag,bag,10,873.36,vinyl toile chain tote bag black plastic  vinyl cc vinyl toile
35709,b+,chloe,satchel,bag,8,386.61,paraty leather satchel brown leather  calf paraty  
35710,b+,chloe,handbag,bag,14,344.59,marcie leather handbag beige leather  calf marcie  
35711,b+,dior,satchel,bag,13,800.41,cannage granville leather satchel black leather  calf cannage polochon granville
35712,b+,dior,tote bag,bag,9,654.5,cannage soft shopper tote gray leather  patent cannage soft shopper
35713,b+,fendi,crossbody bag,bag,medium,1029.69,kan i leather crossbody bag black leather  calf kan i 
35714,b+,fendi,satchel,bag,small,769.14,dotcom leather satchel light blue leather  calf dotcom  
35715,ab,fendi,crossbody bag,bag,9,737.88,leather messenger bag dark blue leather  calf calf leather crossbody
35716,b+,fendi,shoulder bag,bag,small,1248.56,kan i leather crossbody bag light blue leather  calf kan i f
35717,b+,gucci,handbag,bag,large,696.19,leather handbag gray leather  calf lady lock 
35718,b+,gucci,shoulder bag,bag,9,395.81,calf leather shoulder bag brown leather  calf calf leather shoulder
35719,ab,gucci,satchel,bag,8,654.5,herbarium canvas satchel white fabric  canvas gg ribbon herbarium
35720,b+,gucci,tote bag,bag,medium,883.79,2018 logo striped tote bag red fabric  canvas gucci logo tote
35721,b+,hermes,crossbody bag,bag,pm,1217.29,taurillon clemence sac good news crossbody bag orange leather  calf taurillon clemence sac
35722,b+,hermes,shoulder bag,bag,pm,821.25,togo massai leather shoulder bag black leather  calf togo massai 
35723,b+,hermes,shoulder bag,bag,8,717.03,rodeo leather shoulder bag red leather  calf rodeo  
35724,b+,louis vuitton,travel bag,bag,55,758.72,monogram keepall bandouliere 55 brown fabric  coated canvas monogram keepall bandouliere
35725,b+,louis vuitton,handbag,bag,pm,449.43,epi pont neuf red leather  calf epi pont-neuf 
35727,ab,louis vuitton,belt bag,bag,7,904.63,damier graphite ambler gray fabric  coated canvas damier graphite ambler
35728,ab,louis vuitton,belt bag,bag,7,1008.85,damier graphite ambler gray fabric  coated canvas damier graphite ambler
35729,b+,louis vuitton,travel bag,bag,pm,904.63,v-line start leather travel bag dark blue leather  calf v-line start 
35730,b+,louis vuitton,handbag,bag,pm,654.5,damier azur galliera pm white canvas  damier azur galliera
35731,b,louis vuitton,handbag,bag,30,789.99,damier ebene speedy bandouliere brown fabric  coated canvas damier ebene speedy
35732,b+,louis vuitton,handbag,bag,pm,550.28,epi alma pm blue leather  calf epi alma 
35733,a,louis vuitton,handbag,bag,gm,1040.12,monogram tivoli gm brown fabric  coated canvas monogram tivoli 
35734,a,louis vuitton,handbag,bag,pm,852.52,monogram tivoli pm brown fabric  coated canvas monogram tivoli 
35735,ab,louis vuitton,handbag,bag,pm,758.72,monogram tivoli pm brown fabric  coated canvas monogram tivoli 
35736,b+,louis vuitton,travel bag,bag,40,675.35,monogram cruiser 40 brown fabric  coated canvas monogram cruiser 
35737,b+,louis vuitton,handbag,bag,mm,474.32,monogram ellipse mm brown canvas  monogram ellipse 
35738,b+,louis vuitton,handbag,bag,pm,737.88,monogram palermo pm brown fabric  coated canvas monogram palermo 
35739,b+,louis vuitton,handbag,bag,pm,717.03,monogram palermo pm brown fabric  coated canvas monogram palermo 
35740,ab,louis vuitton,handbag,bag,gm,904.63,monogram tivoli gm brown fabric  coated canvas monogram tivoli 
35741,ab,louis vuitton,handbag,bag,gm,873.36,monogram tivoli gm brown fabric  coated canvas monogram tivoli 
35742,ab,louis vuitton,handbag,bag,gm,758.72,monogram tivoli gm brown fabric  coated canvas monogram tivoli 
35743,ab,louis vuitton,handbag,bag,pm,748.3,monogram tivoli pm brown fabric  coated canvas monogram tivoli 
35744,b+,louis vuitton,handbag,bag,mm,737.88,vernis brea mm red leather  patent monogram vernis brea
35745,b+,louis vuitton,shoulder bag,bag,mm,664.92,damier azur hampstead mm white fabric  coated canvas damier azur hampstead
35746,b+,louis vuitton,shoulder bag,bag,pm,717.03,damier azur stresa pm white fabric  coated canvas damier azur stresa
35747,b+,louis vuitton,shoulder bag,bag,9,485.37,monogram cabas piano brown fabric  coated canvas monogram cabas piano
35748,b+,louis vuitton,shoulder bag,bag,pm,737.88,monogram stresa pm brown fabric  coated canvas monogram stresa 
35749,b+,louis vuitton,shoulder bag,bag,pm,675.35,monogram stresa pm brown fabric  coated canvas monogram stresa 
35750,b+,louis vuitton,crossbody bag,bag,12,737.88,monogram valmy mm brown fabric  coated canvas monogramy valmy 
35751,b+,louis vuitton,crossbody bag,bag,mm,664.92,taiga grigori mm blue leather  calf taiga grigori 
35752,b+,louis vuitton,tote bag,bag,pm,654.5,monogram suede whisper pm black leather  suede monogram suede whisper
35753,b+,louis vuitton,tote bag,bag,pm,685.77,damier azur hampstead pm white fabric  coated canvas damier azur hampstead
35754,b+,prada,crossbody bag,bag,6,717.03,soft calf diagramme crossbody bag green leather  calf diagramme crossbody 
35755,b+,prada,satchel,bag,10,664.92,saffiano lux galleria satchel pink leather  calf saffiano lux galleria
35756,b+,prada,satchel,bag,9,737.88,saffiano galleria satchel orange leather  calf saffiano satchel 
35757,b+,prada,handbag,bag,medium,717.03,saffiano cuir double handbag white leather  calf saffiano cuir double
35758,b+,prada,satchel,bag,10,894.21,saffiano lux double satchel dark red leather  calf saffiano lux double
35759,b+,prada,crossbody bag,bag,7,654.5,saffiano galleria crossbody bag pink leather  calf galleria  
35760,b+,prada,crossbody bag,bag,5,696.19,saffiano wallet on chain beige leather  calf saffiano wallet on
35761,b+,prada,crossbody bag,bag,9,925.47,saffiano galleria crossbody bag pink leather  calf saffiano galleria crossbody
35762,b+,prada,satchel,bag,10,706.61,saffiano lux galleria satchel blue leather  calf saffiano lux galleria
35763,b+,ysl,satchel,bag,baby,654.5,sac de jour leather satchel white leather  calf sac de jour
35764,ab,ysl,satchel,bag,small,696.19,cabas monogram leather satchel pink leather  calf cabas monogram 
35765,b+,ysl,bucket bag,bag,15,821.25,leather drawstring bucket bag black leather  calf calf leather bucket
35766,b+,ysl,crossbody bag,bag,5,727.46,monogram crossbody bag red fabric  wool monogram v stitch
35770,b+,chloe,crossbody bag,bag,6,661.32,gradient leather crossbody bag yellow leather  calf gradient crossbody 
35771,b+,chloe,crossbody bag,bag,nano,535.31,drew crossbody bag black leather  calf drew  
35772,b+,dolce&gabbana,baguette,bag,6,115.59,satin chain baguette green fabric  satin satin baguette 
35775,b,gucci,shoulder bag,bag,9,304.13,leather shoulder bag white leather  calf calf leather shoulder
35779,b+,gucci,baguette,bag,5,471.83,gg supreme canvas baguette light brown fabric  coated canvas gg supreme baguette
35780,ab,gucci,crossbody bag,bag,small,1023.25,gg marmont quilted leather crossbody bag light blue leather  calf gg marmont matelasse
35781,b+,gucci,crossbody bag,bag,mini,500.26,mini trapuntata bag blue leather  calf trapuntata  
35785,b,louis vuitton,crossbody bag,bag,gm,443.41,monogram pochette twin gm brown fabric  coated canvas monogram pochette twin
35788,b+,stella mccartney,crossbody bag,bag,8,405.51,logo circle cotton crossbody bag brown fabric  cotton logo circle crossbody
35789,b,valentino,crossbody bag,bag,5,661.32,rockstud spike leather crossbody bag red leather  lambskin rockstud spike 
35790,b+,valentino,satchel,bag,9,850.81,rockstud leather satchel blue leather  calf rockstud trapeze 
35792,b+,ysl,satchel,bag,6,604.48,lipstick leather satchel black leather  calf calf leather satchel
35793,b+,celine,handbag,bag,medium,470.0,medium edge leather handbag blue leather  calf edge  
35807,ab,balenciaga,crossbody bag,bag,7,341.83,navy pochette leather crossbody bag black leather  calf navy pochette 
35808,ab,burberry,handbag,bag,5,132.93,leather handbag white leather  calf calf leather handbag
35809,b+,burberry,crossbody bag,bag,7,130.84,leather crossbody bag black leather  calf calf leather crossbody
35810,b+,burberry,handbag,bag,8,142.43,leather handbag dark brown leather  calf calf leather handbag
35811,b+,burberry,business bag,bag,11,211.36,leather business bag black leather  calf calf leather business
35812,b+,burberry,tote bag,bag,10,95.62,house check nylon tote bag black fabric  nylon house check tote
35813,ab,burberry,tote bag,bag,10,332.33,soft belt canvas tote bag beige fabric  canvas soft belt tote
35814,b+,cartier,handbag,bag,8,432.79,panthere leather handbag black leather  calf panthere handbag 
35815,b+,cartier,crossbody bag,bag,7,65.42,must de cartier leather crossbody bag dark red leather  calf must de cartier
35816,b+,cartier,shoulder bag,bag,8,130.84,must de cartier leather shoulder bag dark red leather  calf must de cartier
35817,b+,chanel,tote bag,bag,10,1097.08,medallion caviar leather tote bag black leather  calf caviar medallion tote
35818,b+,chanel,shoulder bag,bag,6,915.91,cambon ligne lambskin leather shoulder bag white leather  lambskin cambon ligne cc
35819,b,chanel,tote bag,bag,11,1036.69,cc lambskin leather tote bag black leather  calf cc handbag 
35820,b+,chanel,shoulder bag,bag,12,754.87,lady braid lambskin leather shoulder bag dark blue leather  calf lady braid shoulder
35821,b+,dior,travel bag,bag,9,246.88,dior oblique canvas travel bag light brown fabric  canvas dior oblique travel
35822,b+,fendi,travel bag,bag,10,265.87,zucca canvas travel bag brown fabric  canvas zucca handbag 
35823,b+,fendi,tote bag,bag,11,170.91,mesh tote bag black fabric  mesh mesh tote 
35824,b+,ferragamo,tote bag,bag,12,130.84,gancini nylon tote bag black fabric  nylon gancini tote 
35825,b,ferragamo,handbag,bag,7,191.23,gancini marisa leather handbag black leather  calf gancini marisa 
35826,b+,ferragamo,shoulder bag,bag,11,95.62,gancini leather shoulder bag brown leather  calf gancini marisa 
35827,b+,ferragamo,shoulder bag,bag,8,85.55,leather shoulder bag dark blue leather  calf calf leather crossbody
35828,b+,ferragamo,shoulder bag,bag,6,150.97,leather shoulder bag black leather  calf calf leather shoulder
35829,b+,ferragamo,crossbody bag,bag,11,161.04,leather crossbody bag dark brown leather  calf calf leather crossbody
35830,b+,givenchy,crossbody bag,bag,11,95.62,nylon crossbody bag black fabric  nylon nylon crossbody 
35831,b+,gucci,handbag,bag,11,94.95,bamboo leather handbag brown leather  calf bamboo handbag 
35832,b+,gucci,crossbody bag,bag,9,191.23,gg supreme crossbody bag beige fabric  coated canvas gg supreme crossbody
35833,b+,gucci,tote bag,bag,9,291.88,guccissima punch tote bag white leather  calf guccissima punch tote
35834,b+,gucci,crossbody bag,bag,10,181.17,gg canvas crossbody bag light brown fabric  canvas gg canvas crossbody
35835,b+,gucci,baguette,bag,5,130.84,abbey d-ring gg canvas baguette black fabric  canvas abbey gg canvas
35836,b+,loewe,crossbody bag,bag,15,181.17,printed anagram leather crossbody bag dark brown leather  calf anagram crossbody 
35837,b+,louis vuitton,crossbody bag,bag,5,313.34,monogram marly bandouliere brown fabric  coated canvas monogram marly 
35838,b+,louis vuitton,tote bag,bag,9,332.33,monogram cabas piano brown fabric  coated canvas monogram cabas piano
35839,b+,louis vuitton,boston bag,bag,35,313.34,monogram speedy 35 brown fabric  coated canvas monogram speedy 
35840,b+,louis vuitton,backpack,bag,pm,664.29,monogram montsouris gm brown fabric  coated canvas monogram montsouris 
35841,ab,louis vuitton,backpack,bag,16,1620.46,monogram eclipse apollo backpack black fabric  coated canvas monogram eclipse apollo
35842,b+,louis vuitton,travel bag,bag,60,613.96,monogram keepall bandouliere 60 brown fabric  coated canvas monogram keepall bandouliere
35843,ab,louis vuitton,satchel,bag,mm,1509.74,monogram pallas satchel brown fabric  coated canvas monogram pallas 
35844,b+,louis vuitton,crossbody bag,bag,10,473.05,damier ebene naviglio brown fabric  coated canvas damier ebene naviglio
35845,b+,louis vuitton,tote bag,bag,pm,452.92,damier ebene hampstead pm white fabric  coated canvas damier ebene hampstead
35846,b+,louis vuitton,handbag,bag,9,362.34,suhali le superbe white leather  goatskin suhali le superbe
35847,b+,louis vuitton,tote bag,bag,pm,644.16,monogram neverfull pm brown canvas  monogram neverfull 
35848,ab,louis vuitton,handbag,bag,pm,764.94,epi alma pm dark red leather  calf epi alma 
35849,b+,mcm,crossbody bag,bag,7,281.82,visetos leather crossbody bag brown leather  calf visetos crossbody 
35850,b+,mcm,satchel,bag,12,130.84,leather satchel black leather  calf calf leather satchel
35851,b+,miu miu,satchel,bag,9,55.36,vitello lux bow satchel gray leather  lambskin bow vitello lux
35852,b+,miu miu,satchel,bag,12,201.3,coffer denim satchel blue fabric  denim matelasse coffer 
35853,b+,miu miu,baguette,bag,4,120.78,matelasse leather baguette brown leather  calf matelasse baguette 
35854,b+,prada,satchel,bag,8,312.01,nappa gaufre satchel black leather  lambskin nappa gaufre satchel
35855,b+,prada,handbag,bag,9,231.49,printed canvas handbag brown fabric  canvas canapa handbag 
35856,b+,prada,tote bag,bag,14,251.62,camouflage gaufre tessuto tote bag gray fabric  nylon gaufre stampato tote
35857,b+,prada,handbag,bag,10,171.1,canvas handbag beige fabric  canvas canapa handbag 
35858,b+,valentino,satchel,bag,7,132.93,leather satchel black leather  calf calf leather satchel
35859,ab,valentino,crossbody bag,bag,6,473.05,rockstud leather crossbody bag white leather  calf rockstud crossbody 
35866,b+,burberry,handbag,bag,7,189.9,house check canvas handbag beige fabric  canvas house check handbag
35867,b+,burberry,handbag,bag,7,189.9,house check canvas handbag beige fabric  canvas house check handbag
35868,b+,burberry,handbag,bag,7,180.4,house check canvas handbag beige fabric  canvas house check handbag
35869,b+,burberry,shoulder bag,bag,7,170.91,haymarket check canvas shoulder bag beige fabric  canvas haymarket check shoulder
35870,b,burberry,boston bag,bag,7,151.92,haymarket check canvas boston bag beige fabric  canvas haymarket check boston
35871,b+,burberry,crossbody bag,bag,7,151.92,house check canvas crossbody bag brown fabric  canvas house check crossbody
35872,b+,burberry,tote bag,bag,14,132.93,plaid canvas tote bag brown fabric  canvas vintage check tote
35873,b+,burberry,handbag,bag,8,142.42,house check canvas handbag black fabric  canvas house check handbag
35874,b+,burberry,shoulder bag,bag,11,170.91,smoke check pvc shoulder bag black plastic  others smoke check tote
35875,b+,burberry,shoulder bag,bag,8,170.91,leather shoulder bag dark brown leather  calf calf leather shoulder
35876,b+,burberry,handbag,bag,11,151.92,leather handbag light brown leather  calf calf leather handbag
35877,b+,burberry,handbag,bag,8,142.42,leather handbag black leather  calf calf leather handbag
35878,b+,burberry,handbag,bag,8,237.37,leather handbag black leather  calf calf leather handbag
35879,b+,burberry,handbag,bag,7,151.92,leather handbag yellow leather  calf calf leather handbag
35880,b+,burberry,hobo bag,bag,7,151.92,leather hobo bag black leather  calf calf leather shoulder
35881,b+,burberry,shoulder bag,bag,10,151.92,leather shoulder bag dark brown leather  calf calf leather shoulder
35882,b+,burberry,shoulder bag,bag,5,170.91,leather shoulder bag orange leather  calf calf leather shoulder
35887,b+,burberry,handbag,bag,7,180.4,house check canvas handbag beige fabric  canvas house check handbag
35888,b+,burberry,boston bag,bag,9,151.92,plaid canvas boston bag brown fabric  canvas vintage check boston
35889,b+,celine,handbag,bag,7,170.91,c macadam canvas handbag brown fabric  canvas c macadam handbag
35890,b,celine,clutch bag,bag,7,104.44,leather clutch bag brown leather  calf calf leather clutch
35891,b+,celine,travel bag,bag,11,208.89,macadam travel bag dark brown fabric  coated canvas macadam travel bag
35892,b+,celine,pouch,slg,8,132.93,macadam pouch brown fabric  coated canvas macadam clutch 
35893,b+,celine,pouch,slg,8,113.94,macadam pouch brown fabric  coated canvas macadam clutch 
35894,b+,celine,travel bag,bag,20,161.41,macadam travel bag beige fabric  coated canvas macadam travel bag
